0.01079,-0.0026516,0.005113
0.013605,0.003779,-0.0039246
0.012439,0.0081716,-0.0076847
0.0074606,0.0055943,-0.00059809
0.0053873,0.0012275,0.0058811
0.0082078,0.00072326,0.0028422
0.012138,0.0013222,-0.0025436
0.013358,-0.0008654,-0.001303
0.011558,-0.0038362,0.0029625
0.010796,-0.0048855,0.0033756
0.01308,-0.0036581,0.00097724
0.013124,-0.00068183,-0.0012003
0.0086258,0.00041594,-0.0032163
0.0068226,-0.0032739,-0.0030275
0.010302,-0.0065605,0.0014639
0.012252,-0.0044131,0.0046384
0.011939,-0.00071603,0.00017229
0.01306,0.0025082,-0.0067115
0.0099878,0.0082954,-0.006418
0.00093207,0.011279,0.00020005
-0.00023256,0.0043365,0.0052168
0.010325,-0.0043065,0.0056997
0.015144,-0.0046589,0.0033573
0.0085456,-0.0019193,-0.00062971
0.0060629,-0.001899,-0.0034588
0.011189,-0.0021945,-0.0013519
0.011062,-0.004456,0.0028665
0.0050931,-0.0095548,0.0017288
0.0027809,-0.0084601,-0.0041839
0.002779,-2.7402e-05,-0.0054532
0.00049026,0.0036574,0.0012789
-0.0005152,0.0018537,0.0072924
0.00032452,0.0049107,0.0043156
-0.0022351,0.010277,-0.0041523
-0.0069752,0.0095147,-0.0079297
-0.0082291,0.0061087,-0.0032262
-0.0055685,0.0034907,0.0030981
-0.0016481,-0.0024576,0.003462
0.00063003,-0.0090113,-9.8705e-05
-0.0017742,-0.0096267,-0.0010396
-0.0062277,-0.0077727,0.00083056
-0.0066005,-0.0076214,0.0022057
-0.0049171,-0.0051456,0.0034102
-0.0072676,0.00067212,0.003387
-0.010958,0.0054698,-0.0017516
-0.010097,0.0079023,-0.0073076
-0.0058195,0.0072204,-0.0033289
-0.0019735,0.0032089,0.0056533
-0.0014718,0.0021692,0.0052461
-0.0061723,0.0069895,-0.0035891
-0.010908,0.0090526,-0.0071938
-0.0091118,0.0043845,-0.0027252
-0.0070305,-3.9336e-05,0.0025741
-0.011773,-0.0030938,0.0053879
-0.013912,-0.0088245,0.0037411
-0.0075358,-0.012047,-0.0035263
-0.0059141,-0.0081525,-0.0074506
-0.013137,-0.0045517,0.0001431
-0.013831,-0.0047472,0.0087496
-0.0067954,-0.0011758,0.0051888
-0.0069787,0.0064305,-0.0032973
-0.011749,0.0085035,-0.0038169
-0.0090973,0.0040543,0.0007617
-0.0060005,0.0015866,0.0022409
-0.010327,0.0040445,0.00043061
-0.012534,0.0067155,-0.0028549
-0.010685,0.0057453,-0.0055878
-0.014458,0.0015421,-0.0024235
-0.016747,-0.0030174,0.0051294
-0.0063421,-0.0058148,0.0057639
0.0018987,-0.0072489,-0.0024932
-0.0064811,-0.0076819,-0.0066995
-0.015148,-0.0059011,-0.00077245
-0.0093192,-0.0024624,0.0059832
-0.0023991,-0.00014019,0.0061206
-0.0058393,0.0010823,0.0018895
-0.010616,0.00412,-0.0035281
-0.0097713,0.0078716,-0.0072747
-0.0066867,0.0070687,-0.0043094
-0.0027807,0.002447,0.0040831
0.00086151,0.0014695,0.0075797
0.00097568,0.0035196,0.0017022
0.00065524,-0.00090899,-0.0050192
0.0044381,-0.0097467,-0.0047424
0.0072338,-0.010011,3.5949e-05
0.0038421,-0.003823,0.0034112
-0.00051064,-0.0044391,0.0024851
-0.00033045,-0.0076776,-0.0021406
0.0019194,-0.0021646,-0.0047534
0.0022429,0.0038489,0.00036171
-8.8002e-05,0.0016174,0.0076918
-0.0024768,0.0028533,0.0059195
-0.00058984,0.011638,-0.0035592
0.0043877,0.012564,-0.0083019
0.0053757,0.0046001,-0.004115
0.0024054,0.002344,0.0020313
0.0029863,0.0027986,0.0044146
0.0064551,-0.0044993,0.0024142
0.0062153,-0.010842,-0.0014618
0.0051353,-0.0080581,-0.0020154
0.0089957,-0.0052653,0.0019537
0.013219,-0.0056559,0.0034821
0.012923,-0.0019236,-0.0012712
0.011708,0.0033526,-0.0056115
0.0098397,0.0045965,-0.0034515
0.0030445,0.0060347,0.0024342
-0.0030357,0.008139,0.0062592
0.0011917,0.0059853,0.0044043
0.010669,0.0039299,-0.0023643
0.013528,0.0059127,-0.0069684
0.011018,0.0043993,-0.0038009
0.011572,-0.002317,0.0025222
0.013764,-0.0055696,0.0049698
0.010793,-0.0048262,0.0033739
0.0043966,-0.0052786,-0.00030963
0.0021471,-0.0051948,-0.0040751
0.0057131,-0.0041216,-0.0029258
0.010266,-0.005514,0.0028944
0.012541,-0.0056518,0.0040853
0.013114,-0.00057551,-0.0023699
0.012305,0.0041572,-0.0075102
0.0091503,0.0051691,-0.0053288
0.0039197,0.0051465,0.0015581
-0.0014027,0.003329,0.0082561
-0.0039286,0.00088585,0.0085792
-0.0011324,0.0025345,0.00090474
0.004891,0.0024004,-0.0045877
0.0072239,-0.0060522,-0.0010527
0.0039586,-0.01112,0.001966
0.0019347,-0.0050999,-0.0020785
0.0042465,-0.0023356,-0.0045567
0.0048621,-0.0076353,-0.001581
0.001798,-0.0049871,0.00036733
0.00070833,0.0064994,0.001224
0.001202,0.01091,0.0031398
-0.0025959,0.0087981,0.00029748
-0.0075726,0.0096089,-0.0058881
-0.0068484,0.0087275,-0.0039199
-0.0043421,0.0028652,0.0042127
-0.0056732,-0.00063869,0.005481
-0.0062214,-0.0024449,0.00074755
-0.00434,-0.0071153,-0.00078365
-0.0076661,-0.0076472,0.00029558
-0.013844,-0.0014856,0.0011554
-0.010444,0.00021281,0.0028246
-0.0016282,-0.0044309,0.0014573
-0.0037705,-0.0048997,-0.0048302
-0.012641,-0.00059506,-0.0067013
-0.010164,0.0013527,0.0002061
-2.8724e-05,0.001825,0.0056672
-7.7017e-06,0.0043273,0.0026794
-0.0080295,0.0074589,-0.003686
-0.010115,0.0089509,-0.0068287
-0.0077189,0.0063425,-0.0035295
-0.0087232,-6.2778e-05,0.0044725
-0.0097547,-0.0029998,0.0080684
-0.0072409,-0.0011056,0.002161
-0.0055502,-0.0048234,-0.0047235
-0.0055003,-0.013916,-0.0039455
-0.0047558,-0.013519,0.0017647
-0.0066731,-0.0036298,0.0061599
-0.012204,0.00074783,0.0048601
-0.015285,-3.5862e-05,-0.0031398
-0.01522,0.0039731,-0.0086873
-0.015541,0.0075515,-0.0019948
-0.012805,0.0043401,0.0075786
-0.0064293,0.0034531,0.004394
-0.0055241,0.0078944,-0.0056926
-0.009905,0.0063834,-0.0066555
-0.0091491,-0.0010542,0.00026832
-0.0067314,-0.0029284,0.0037544
-0.011907,-0.0018944,0.0019016
-0.014575,-0.0076709,-0.0010769
-0.0051683,-0.013784,-0.0030685
0.0011276,-0.0099372,-0.0024893
-0.0057278,-0.0024235,0.00087391
-0.0094691,-0.00048495,0.0042749
-0.0019386,0.00014331,0.0054401
0.0022992,0.0054271,0.0032825
-0.0010891,0.011401,-0.0018723
-0.0012788,0.012872,-0.0048971
0.001001,0.010884,-0.0012736
-0.00060927,0.0079626,0.0035404
-0.00052533,0.004305,0.0016212
0.003676,-0.00049947,-0.0040816
0.0040177,-0.005433,-0.0054057
0.0021654,-0.007944,-0.0018363
0.0059449,-0.007173,0.0013427
0.0092485,-0.0064792,0.0015257
0.0056389,-0.0081821,0.00010305
0.0043227,-0.0085567,-0.00023844
0.0081583,-0.0042176,0.0022482
0.0049856,0.0018645,0.0060206
-0.0033691,0.0063208,0.0059756
-4.6178e-05,0.009218,-0.0011515
0.012263,0.0088745,-0.0094102
0.014416,0.0036176,-0.0078523
0.0067754,-0.0013376,0.0025291
0.0053295,-0.00049783,0.0069554
0.010133,0.0019717,0.00028201
0.010089,-0.00014856,-0.0046736
0.0072394,-0.0042866,-0.0010395
0.0095493,-0.0051908,0.0026405
0.013152,-0.0039478,0.0025551
0.012283,-0.0034377,0.0029417
0.011628,-0.0017739,0.00073253
0.013431,0.0033012,-0.0061578
0.0099614,0.0076075,-0.0062807
0.0013258,0.0052511,0.0045995
0.00047392,-0.00034706,0.010045
0.0096584,5.924e-05,0.00088527
0.014726,0.0051653,-0.0084358
0.011355,0.0046012,-0.0060618
0.010852,-0.0015558,0.00053033
0.014398,-0.0042062,0.0023821
0.011082,-0.0043085,0.0013174
0.0035294,-0.0076399,0.00081145
0.0045588,-0.0089554,0.0006513
0.011431,-0.0042682,0.0010701
0.012945,-0.0022778,0.0025407
0.011747,-0.0051951,0.0026637
0.013258,-0.0024614,-0.00077717
0.010618,0.0062656,-0.0045108
0.0019013,0.010067,-0.002877
-0.0019772,0.0084425,0.0029275
0.00066159,0.0076559,0.0049255
0.00086694,0.0058633,-0.00024372
0.0011139,0.0011994,-0.0067706
0.0071237,-0.0018831,-0.0077735
0.0079771,-0.0023858,-0.0021215
-0.0037726,-0.0023906,0.0052693
-0.012567,-0.0019071,0.0070083
-0.0076511,-0.0042726,0.0018892
-0.0015336,-0.010995,-0.001964
-0.0023897,-0.012106,0.00063921
-0.0028359,-0.0025985,0.0041658
-0.0028675,0.0052413,0.003052
-0.0078441,0.0049536,-0.0012768
-0.010256,0.0062523,-0.0058616
-0.0052499,0.010626,-0.0067695
-0.003736,0.0078993,-0.00057024
-0.0077699,-0.00043726,0.0057522
-0.0056764,-0.0033661,0.0018687
-0.00085269,0.00038985,-0.0058861
-0.0052291,0.0039114,-0.0039124
-0.010532,0.0015912,0.0040634
-0.0068784,-0.0071645,0.0060264
-0.0067954,-0.013426,0.0027268
-0.015824,-0.0079959,-0.00017022
-0.017209,0.0016124,-0.0025464
-0.0092424,0.0035075,-0.0022174
-0.0099695,0.0027782,0.0022515
-0.016948,0.0071764,0.0030386
-0.013544,0.01011,-0.0033691
-0.0061897,0.0068564,-0.0069773
-0.0081527,0.0031306,-0.0024277
-0.010676,0.00010764,0.0029965
-0.0070213,-0.0042247,0.004816
-0.0090978,-0.0054111,0.0044346
-0.017418,-0.0033699,0.00067179
-0.016364,-0.0052164,-0.0048357
-0.0072915,-0.0089842,-0.0045032
-0.0055847,-0.0072338,0.0021583
-0.010083,-0.0027283,0.0055962
-0.0099003,-0.00012987,0.00073816
-0.0070173,0.0033639,-0.0062083
-0.0071085,0.0069737,-0.005816
-0.0067132,0.0059793,0.0031495
-0.0041773,0.0038731,0.0096469
-0.0047775,0.0057358,0.0038348
-0.0086758,0.0073068,-0.0062271
-0.008954,0.0041132,-0.0061662
-0.0034094,-0.00074865,0.0009752
0.0017843,-0.0037376,0.0027862
0.0014847,-0.0052328,-1.9544e-05
-0.0006162,-0.0071359,-0.00047626
0.0019907,-0.010037,-0.00090668
0.0064644,-0.010658,-0.0030876
0.0040616,-0.0064098,-0.00063338
-0.0035161,-0.0011704,0.0052762
-0.0055335,0.0028647,0.0036394
-0.0012966,0.0090964,-0.0041966
-9.8506e-05,0.013209,-0.0038704
-0.001684,0.006836,0.0048699
0.0028122,-0.001886,0.0061687
0.010608,8.277e-05,-0.0024268
0.010256,0.0053634,-0.00566
0.0046961,0.0022962,0.00037386
0.007299,-0.0026192,0.0029345
0.014937,-0.0028326,-0.0011362
0.012187,-0.0044772,-0.0022256
0.0025907,-0.0081435,-0.00013127
0.0040329,-0.0075222,-0.0018358
0.013123,-0.0044434,-0.0032034
0.010727,-0.0019602,0.0016932
0.00051653,0.0024652,0.0049796
0.0013628,0.0060113,0.00014117
0.0083918,0.0047461,-0.003926
0.0043257,0.0041541,0.00021757
-0.0034836,0.0056359,0.0058786
0.0014556,0.0020598,0.0054723
0.01166,-0.0030457,0.00058018
0.013092,-0.00067269,-0.0038375
0.01094,0.0028976,-0.0048599
0.012667,-0.00046347,-0.0027093
0.013166,-0.0040169,-3.1779e-05
0.011011,-0.0033668,0.0014374
0.012197,-0.003369,0.00081131
0.014185,-0.0018893,-0.0027081
0.009604,0.0040791,-0.0044256
0.0016081,0.0061736,0.0018337
-0.0011917,0.0022763,0.0087773
0.0023807,0.0032116,0.0037966
0.0068574,0.0090077,-0.0064546
0.007363,0.0082495,-0.0057023
0.004774,0.001846,0.0027144
0.0052562,-0.00098089,0.0047234
0.010265,-0.001392,0.0013393
0.011804,-0.0046629,0.00021347
0.0058909,-0.0087019,-0.00038202
0.001315,-0.009767,-0.0017801
0.0054685,-0.008048,-0.00042751
0.012105,-0.0053926,0.00056289
0.011608,-0.0030995,-0.0033778
0.004713,-0.00045558,-0.0058064
-0.00043733,0.0027709,-0.00037116
-0.00015384,0.0033406,0.0064785
0.0010475,0.001484,0.0064907
-0.0015986,0.0031827,0.00087232
-0.006567,0.0072068,-0.0044879
-0.010041,0.0053209,-0.004804
-0.0098447,-0.0009533,0.00054378
-0.0038016,-0.0041365,0.0049178
0.0059709,-0.0056712,0.0015186
0.0092555,-0.0073377,-0.0053333
0.0011624,-0.0044313,-0.0057293
-0.0079253,-0.00039231,0.00093617
-0.0089784,-0.0031538,0.0063934
-0.0074316,-0.005967,0.0060173
-0.0088659,-0.00026872,0.0024293
-0.0096048,0.0053947,-0.0013425
-0.0079022,0.0047937,-0.0046723
-0.0065596,0.0072082,-0.0054992
-0.005584,0.01374,-0.0014551
-0.006165,0.01222,0.0034561
-0.011857,0.0028724,0.0020389
-0.017772,-0.0019015,-0.0038767
-0.015349,-0.00048264,-0.0047423
-0.0091235,-0.00072274,0.0012824
-0.0097103,-0.0048157,0.0058042
-0.015528,-0.0090794,0.0042379
-0.018167,-0.0094187,0.0010969
-0.015805,-0.0047492,0.00047582
-0.010897,0.00013746,0.00040727
-0.0066235,0.0014704,-0.0017638
-0.0076613,0.0035082,-0.0040939
-0.013248,0.0082546,-0.003285
-0.015406,0.0088708,-0.00059284
-0.011805,0.0034573,0.00061601
-0.0086114,-0.00032895,0.001136
-0.0078951,-0.0004078,0.0023418
-0.0070903,-0.0026891,0.00092475
-0.0085549,-0.0074084,-0.0031547
-0.014234,-0.0087688,-0.0022306
-0.017026,-0.006213,0.005053
-0.011554,-0.0044648,0.0079964
-0.0052503,-0.0045313,0.0011296
-0.006352,-0.0021914,-0.0071032
-0.0097817,0.0037772,-0.0078639
-0.0068325,0.0071035,-0.0015838
-0.0009922,0.0037051,0.0051299
-0.0012511,0.00097108,0.0049518
-0.0053743,0.0064829,-0.0019119
-0.004116,0.01351,-0.0055694
0.0015022,0.011124,-0.0011384
0.0023374,0.0012701,0.0037514
-0.0019061,-0.0062252,0.0038692
